province,georoc_citation_id,mapped,doi,year,title,doi_overlap_petdb,title_overlap_petdb,publication_overlap_petdb
Main Ethiopian Rift,22442,True,10.1016/j.jafrearsci.2018.08.003,2018.0,"MAGMATIC EVOLUTION OF THE BOKU VOLCANIC COMPLEX, MAIN ETHIOPIAN RIFT",False,True,True
Main Ethiopian Rift,24299,True,10.1016/j.lithos.2020.105791,2020.0,THE GEOCHEMISTRY AND SR-ND-PB ISOTOPIC RATIOS OF HIGH 3HE/4HE AFAR AND MER BASALTS INDICATE A SIGNIFICANT ROLE OF THE AFRICAN SUPERPLUME IN EARS MAGMATISM,False,False,False
Main Ethiopian Rift,25546,True,10.1016/j.lithos.2021.106494,2021.0,MAGMATIC RIFTING IN THE MAIN ETHIOPIAN RIFT BEGAN IN THICK CONTINENTAL LITHOSPHERE; THE CASE OF THE GALEMA RANGE,False,False,False
Main Ethiopian Rift,26375,True,10.1029/2022GC010434,2022.0,"CONSTRAINTS ON THE MAGMA SOURCE AND RIFT EVOLUTION FROM GEOCHEMISTRY OF THE STRATOID FLOOD BASALTS (AFAR, ETHIOPIA)",False,False,False
Main Ethiopian Rift,26780,True,10.1016/j.lithos.2023.107088,2023.0,"PRE-ERUPTIVE STORAGE CONDITIONS AND MAGMATIC EVOLUTION OF THE BORA-BARICHA-TULLU MOYE VOLCANIC SYSTEM, MAIN ETHIOPIAN RIFT",False,False,False
Main Ethiopian Rift,29778,False,,,,False,False,False
Oslo Rift,7665,True,10.1016/S0024-4937(02)00068-3,2002.0,"B1 BASALTIC LAVAS IN VESTFOLD-JELOYA AREA, CENTRAL OSLO RIFT: DERIVATION FROM INITIAL MELTS FORMED BY PROGRESSIVE PARTIAL MELTING ON AN ENRICHED MANTLE SOURCE",False,False,False
Big Pine volcanic field,1754,True,10.1093/petrology/34.6.1203,1993.0,ISOTOPIC AND GEOCHEMICAL CONSTRAINTS ON THE ORIGIN AND EVOLUTION OF THE COLUMBIA RIVER BASALT,False,False,False
Big Pine volcanic field,3304,True,10.1029/97JB01731,1997.0,HAFNIUM ISOTOPE EVIDENCE FOR THE ORIGIN OF CENOZOIC BASALTIC LAVAS FROM THE SOUTHWESTERN UNITED STATES,False,False,False
Big Pine volcanic field,3538,True,,1993.0,UNPUBLISHED DATA,False,False,False
Big Pine volcanic field,3548,True,10.1029/94JB02883,1995.0,"TRACE ELEMENT AND SR AND ND ISOTOPIC COMPOSITION OF MANTLE XENOLITHS FROM THE BIG PINE VOLCANIC FIELD, CALIFORNIA",False,False,False
Big Pine volcanic field,11949,True,10.1016/j.epsl.2008.02.012,2008.0,"TEMPORAL-COMPOSITIONAL TRENDS OVER SHORT AND LONG TIME-SCALES IN BASALTS OF THE BIG PINE VOLCANIC FIELD, CALIFORNIA",False,False,False
Big Pine volcanic field,20648,True,10.1016/j.epsl.2016.10.013,2017.0,"ORIGIN OF TEMPORAL COMPOSITIONAL TRENDS IN MONOGENETIC VENT ERUPTIONS: INSIGHTS FROM THE CRYSTAL CARGO IN THE PAPOOSE CANYON SEQUENCE, BIG PINE VOLCANIC FIELD, CA",False,False,False
Cima volcanic field,1754,True,10.1093/petrology/34.6.1203,1993.0,ISOTOPIC AND GEOCHEMICAL CONSTRAINTS ON THE ORIGIN AND EVOLUTION OF THE COLUMBIA RIVER BASALT,False,False,False
Cima volcanic field,3304,True,10.1029/97JB01731,1997.0,HAFNIUM ISOTOPE EVIDENCE FOR THE ORIGIN OF CENOZOIC BASALTIC LAVAS FROM THE SOUTHWESTERN UNITED STATES,False,False,False
Cima volcanic field,3543,True,,1989.0,UNPUBLISHED DATA,False,False,False
West Antarctic Rift,6313,True,10.1016/0016-7037(95)00212-I,1995.0,CENOZOIC VOLCANISM IN ANTARCTICA: JONES MOUNTAIN AND PETER I ISLAND,False,False,False
West Antarctic Rift,7623,True,10.1016/S0009-2541(97)00037-5,1997.0,HOBBS COAST CENOZOIC VOLCANISM: IMPLICATIONS FOR THE WEST ANTARCTIC RIF SYSTEM,False,False,False
West Antarctic Rift,9805,True,10.1007/BF00286842,1994.0,TECTONIC CONTROLS ON THE GEOCHEMICAL COMPOSITION OF CENOZOIC MAFIC ALKALINE VOLCANIC ROCKS FROM WEST ANTARCTICA,False,False,False
West Antarctic Rift,9969,True,,2003.0,"CENOZOIC VOLCANICS FROM COULMAN ISLAND, MANDIBLE CIRQUE, MALTA PLATEAU AND NAVIGATOR NUNATAK, VICTORIA LAND, ANTARCTICA",False,False,False
West Antarctic Rift,9979,True,,1991.0,"NEW PETROLOGICAL AND GEOCHEMICAL DATA ON MT. MELBOURNE VOLCANIC FIELD, NORTHERN VICTORIA LAND, ANTARCTICA. (II ITALIAN ANTARCTIC EXPEDITION)",False,False,False
West Antarctic Rift,10315,True,10.1029/AR048,1990.0,VOLCANOES OF THE ANTARCTIC PLATE AND SOUTHERN OCEANS,False,True,True
West Antarctic Rift,10792,True,10.1134/S1028334X07060141,2007.0,"PETROLOGY OF THE HUBERT MILLER SEAMOUNT, MARIE BYRD SEAMOUNTS PROVINCE, WEST ANTARCTIC, SOUTHERN OCEAN",False,False,False
West Antarctic Rift,13518,True,10.1093/petrology/egn082,2009.0,SR-ND-PB-HE-O ISOTOPE AND GEOCHEMICAL CONSTRAINTS ON THE GENESIS OF CENOZOIC MAGMAS FROM THE WEST ANTARCTIC RIFT,False,False,False
West Antarctic Rift,15461,True,10.1093/petrology/egq099,2011.0,"THERMAL EVOLUTION OF THE LITHOSPHERE IN A RIFT ENVIRONMENT AS INFERRED FROM THE GEOCHEMISTRY OF MANTLE CUMULATES, NORTHERN VICTORIA LAND, ANTARCTICA",False,False,False
West Antarctic Rift,15746,True,10.1007/s00410-011-0646-z,2011.0,"EVOLUTION OF PANTELLERITE-TRACHYTE-PHONOLITE VOLCANOES BY FRACTIONAL CRYSTALLIZATION OF BASANITE MAGMA IN A CONTINENTAL RIFT SETTING, MARIE BYRD LAND, ANTARCTICA",False,False,False
West Antarctic Rift,16497,True,10.1016/S0040-1951(99)00033-5,1999.0,"MIDDLE CAMBRIAN RIFT-RELATED VOLCANISM IN THE ELLSWORTH MOUNTAINS, ANTARCTICA: TECTONIC IMPLICATIONS FOR THE PALAEO-PACIFIC MARGIN OF GONDWANA",False,False,False
West Antarctic Rift,17506,True,10.1007/s00445-013-0726-1,2013.0,"SHIELD VOLCANOES OF MARIE BYRD LAND, WEST ANTARCTIC RIFT: OCEANIC ISLAND SIMILARITIES, CONTINENTAL SIGNATURE, AND TECTONIC CONTROLS",False,False,False
West Antarctic Rift,17911,True,10.1016/J.GCA.2013.08.025,2013.0,"PETROGENESIS OF CENOZOIC, ALKALIC VOLCANIC LINEAGES AT MOUNT MORNING, WEST ANTARCTICA AND THEIR ENTRAINED LITHOSPHERIC MANTLE XENOLITHS: LITHOSPHERIC VERSUS ASTHENOSPHERIC MANTLE SOURCES",False,False,False
West Antarctic Rift,20453,True,10.1016/j.lithos.2016.05.018,2016.0,"RECONCILING THE SHADOW OF A SUBDUCTION SIGNATURE WITH RIFT GEOCHEMISTRY AND TECTONIC ENVIRONMENT IN EASTERN MARIE BYRD LAND, ANTARCTICA",False,False,False
West Antarctic Rift,22025,True,10.1002/2018GL077237,2018.0,EVIDENCE FOR EXTENDING ANOMALOUS MIOCENE VOLCANISM AT THE EDGE OF THE EAST ANTARCTIC CRATON,False,False,False
West Antarctic Rift,24444,True,10.1016/j.lithos.2020.105826,2020.0,LONG-TERM STORAGE OF SUBDUCTION-RELATED VOLATILES IN NORTHERN VICTORIA LAND LITHOSPHERIC MANTLE: INSIGHT FROM OLIVINE-HOSTED MELT INCLUSIONS FROM MCMURDO BASIC LAVAS (ANTARCTICA),False,False,False
Virunga province,13036,True,10.1016/j.chemgeo.2008.11.010,2009.0,"ISOTOPIC AND GEOCHEMICAL EVIDENCE FOR A HETEROGENEOUS MANTLE PLUME ORIGIN OF THE VIRUNGA VOLCANICS, WESTERN RIFT, EAST AFRICAN RIFT SYSTEM",False,False,False
Virunga province,25107,True,10.1016/j.lithos.2021.106192,2021.0,PETROGENESIS OF PRIMITIVE LAVAS FROM THE TORO ANKOLE AND VIRUNGA VOLCANIC PROVINCES: METASOMATIC MINERALOGY BENEATH EAST AFRICA^S WESTERN RIFT,False,False,False
Virunga province,29194,False,,,,False,False,False
Virunga province,29808,False,,,,False,False,False
San Rafael subvolcanic field,24578,True,10.1093/petrology/egaa092,2020.0,"CRYSTALLIZATION AND SEGREGATION OF SYENITE IN SHALLOW MAFIC SILLS: INSIGHTS FROM THE SAN RAFAEL SUBVOLCANIC FIELD, UTAH",False,False,False
Pantelleria,7605,True,10.1093/petroj/39.8.1453,1998.0,"THE GEOCHEMISTRY OF VOLCANIC ROCKS FROM PANTELLERIA ISLAND, SICILY CHANNEL: PETROGENESIS AND CHARACTERISTICS OF THE MANTLE SOURCE REGION",False,False,False
Pantelleria,7699,True,10.1016/j.lithos.2003.10.007,2004.0,"CRYSTALLISATION AND GENESIS OF PERALKALINE MAGMAS FROM PANTELLERIA VOLCANO, ITALY: AN INTEGRATED PETROLOGICAL AND CRYSTAL-CHEMICAL STUDY",False,False,False
Pantelleria,7731,True,10.1016/0012-821X(95)00178-F,1995.0,THE ISLAND OF PANTELLERIA: A CASE FOR THE DEVELOPMENT OF DMM-HIMU ISOTOPIC COMPOSITIONS IN A LONG-LIVED EXTENSIONAL SETTING,False,False,False
Pantelleria,13004,True,10.1016/j.jvolgeores.2008.10.007,2009.0,"THE ORIGIN OF TRACHYTE AND PANTELLERITE FROM PANTELLERIA; ITALY: INSIGHTS FROM MAJOR ELEMENT, TRACE ELEMENT, AND THERMODYNAMIC MODELLING",False,False,False
Pantelleria,14189,True,10.1086/501223,2006.0,PETROLOGY AND GEOCHEMISTRY OF SUBMARINE VOLCANISM IN THE SICILY CHANNEL RIFT,False,False,False
Pantelleria,18207,True,10.1016/j.lithos.2013.10.008,2014.0,"MANTLE MELTING IN WITHIN-PLATE CONTINENTAL SETTINGS: SR-ND-PB AND U-SERIES ISOTOPE CONSTRAINTS IN ALKALI BASALTS FROM THE SICILY CHANNEL (PANTELLERIA AND LINOSA ISLANDS, SOUTHERN ITALY)",False,False,False
Pantelleria,24531,True,10.1093/petrology/egaa051,2020.0,"CHANGING MODES AND RATES OF MAFIC MAGMA SUPPLY AT PANTELLERIA (SICILY CHANNEL, SOUTHERN ITALY): NEW PERSPECTIVES ON THE VOLCANO FACTORY DRAWN UPON OLIVINE RECORDS",False,False,False
Pantelleria,25797,True,10.1016/j.epsl.2022.117507,2022.0,UPPER MANTLE CONTROL ON THE W ISOTOPE RECORD OF SHALLOW LEVEL PLUME AND INTRAPLATE VOLCANIC SETTINGS,False,False,False
